,0
0,BrC1=CC=CNC1
1,BrC1=CCCC=C1
2,Brc1c[nH]nc1
3,Brc1ccc2NCCc2c1
4,Brc1cccc(Br)c1
5,Brc1ccccc1
6,Brc1ccccc1CNc1ccccc1
7,Brc1ccco1
8,Brc1ccncc1
9,Brc1cscc1
10,C#CC
11,C#CCC
12,C#CCCC
13,C#CCN
14,C#CCN(C)C
15,C#CCN(C)C=O
16,C#CCN(C)CC
17,C#CCNC
18,C#CCNC(C)=O
19,C#CCNC=O
20,C#CCNCC
21,C#CCO
22,C#CCOC
23,C#CCOc1ccccc1
24,C#CCOc1ccccc1C
25,C#CC[NH3+]
26,C#Cc1cc(C(N)=O)cs1
27,C#Cc1cc(C)cs1
28,C#Cc1cc(C=O)cs1
29,C#Cc1cc(CN)cs1
30,C#Cc1ccc(C)s1
31,C#Cc1cccc(N)c1
32,C#Cc1cccc(NC(C)=O)c1
33,C#Cc1cccc(NC)c1
34,C#Cc1cccc(NC=O)c1
35,C#Cc1cccc(NCC)c1
36,C#Cc1ccccc1
37,C#Cc1ccccc1C
38,C#Cc1cccs1
39,C(=C1CN(c2ccccc2)CS1)c1ccccc1
40,C(=C1CNCNC1)c1ccccc1
41,C(=C1CNCS1)c1ccccc1
42,C(=Cc1ccccc1)CN1CCCCC1
43,C(=Cc1ccccc1)CNc1ccccc1
44,C(=Cc1ccccc1)Cc1ccccc1
45,C(=NNCc1ccccc1)c1ccccc1
46,C(=Nc1ccccc1)c1ccccc1
47,C1=C(CNc2ccccc2)C(c2ccccc2)NCN1
48,C1=C(CNc2ccccc2)CCCC1
49,C1=C(CNc2ccccc2)CCCN1
50,C1=C(CNc2ccccc2)CNCN1
51,C1=C(Cc2ccccc2)C(c2ccccc2)NC1
52,C1=C(Cc2ccccc2)CNC1
53,C1=C(c2ccccc2)CCNC1
54,C1=C(c2ccccc2)Cc2ccccc2O1
55,C1=C(c2ccccc2)N=NC1
56,C1=C2CCCCC2CC1
57,C1=C2CCCCC2CCC1
58,C1=CC(c2ccccc2)=NCC1
59,C1=CC(c2ccccc2)=NCN1
60,C1=CC(c2ccccc2)=NNC1
61,C1=CC(c2ccccc2)C2=C(CCCC2)N1
62,C1=CC(c2ccccc2)C=CN1
63,C1=CC(c2ccccc2)C=CO1
64,C1=CC(c2ccccc2)CCN1
65,C1=CC(c2ccccc2)NC1
66,C1=CC(c2ccccc2)NC=N1
67,C1=CC(c2ccccc2)NCN1
68,C1=CC(c2ccccc2)n2ncnc2N1
69,C1=CC2=C(CCCC2)NC1
70,C1=CC2=NC=CCN2C=C1
71,C1=CC2=NNCN2C=C1
72,C1=CC2C=CNC(c3ccccc3)C2C1
73,C1=CC2C=CNCC2C1
74,C1=CC2CC1C1CNCC21
75,C1=CC2CCNC(c3ccccc3)C2C1
76,C1=CC2CCNCC2C1
77,C1=CC2c3ccccc3NC(c3ccccc3)C2C1
78,C1=CC2c3ccccc3NCC2C1
79,C1=CC2c3ccccc3NC(c3ccccc3)C2C1
80,C1=CC2c3ccccc3NCC2C1
81,C1=CCC(c2ccccc2)CC1
82,C1=CCC2CNCC2C1
83,C1=CCCC1
84,C1=CCCC=C1
85,C1=CCCCC1
86,C1=CCN(Cc2ccccc2)C=C1
87,C1=CCN(Cc2ccccc2)CC1
88,C1=CCN(c2ccccc2)N=C1
89,C1=CN(Cc2ccccc2)CC1
90,C1=CN(Cc2ccccc2)CNC1
91,C1=CN=C(SCCNc2ccccc2)NC1
92,C1=CN=C2SC=CN2C1
93,C1=CN=C2SCCN2C1
94,C1=CN=CN(CCNc2ccccc2)C1
95,C1=CN=CN(c2ccccc2)C1
96,C1=CNC2=C(C1)CCCC2
97,C1=CNCC(CNc2ccccc2)=C1
98,C1=CNCN(c2ccccc2)C1
99,C1=CNN(c2ccccc2)C1
100,C1=CNc2ncnn2C1
101,C1=COC(c2ccccc2)CC1
102,C1=COc2ccccc2C1
103,C1=Cc2ccccc2OC1
104,C1=Cc2ccccc2C1
105,C1=Cc2ccccc2CC1
106,C1=Cc2ccccc2NC1
107,C1=Cc2ccccc2OC1
108,C1=Cc2n[nH]cc2CC1
109,C1=NC=C(c2ccccc2)CC1
110,C1=NCC2=CCSC2=N1
111,C1=NCCCN1c1ccccc1
112,C1=NCCN1Cc1ccccc1
113,C1=NCCN1c1ccccc1
114,C1=NCN(c2ccccc2)CC1
115,C1=NCNC(c2ccccc2)=C1
116,C1=NN(c2ccccc2)CC1
117,C1=NN2CCCN=C2S1
118,C1=NN=C(c2ccccc2)C1
119,C1=NNCC1
120,C1=NNCN1c1ccccc1
121,C1=NNCc2ccccc12
122,C1=NSCC1
123,C1=Nc2c(CN1)c(-c1ccccc1)cs2
124,C1=Nc2c(CN1)c1c(CCCC1)s2
125,C1=Nc2c(ccs2)CN1
126,C1=Nc2c(cn[nH]2)CN1
127,C1=Nc2c(cnn2-c2ccccc2)CN1
128,C1=Nc2ccccc2CN1
129,C1=Nc2ccccc2CN1c1ccccc1
130,C1=Nc2ccccc2NC1
131,C1=[NH+]C2CNCCC2=C1
132,C1=[NH+]CCN1c1ccccc1
133,C1=c2ccccc2=[NH+]C1
134,C1=c2ccccc2=[NH+]CC1
135,C1CC1
136,C1CC1CC1CC1
137,C1CC2(CCN1)OCCO2
138,C1CC2=C(CCN2)CN1
139,C1CC2CCC1C2
140,C1CC2CCC2O1
141,C1CC2CNCCN2C1
142,C1CC2CNCC[NH+]2C1
143,C1CC2SCCN2C1
144,C1CCC(C2CC2)CC1
145,C1CCC(CN2CCNCC2)NC1
146,C1CCC(OC2CCCC2)CC1
147,C1CCC([NH+]2CCCCC2)CC1
148,C1CCC([NH+]2CCNCC2)C1
149,C1CCC([NH+]2CCNCC2)CC1
150,C1CCC1
151,C1CCC2(C1)CC2
152,C1CCC2(C1)CNCN2
153,C1CCC2(CC1)CCCCO2
154,C1CCC2(CC1)CCNC2
155,C1CCC2(CC1)CC[NH2+]CC2
156,C1CCC2(CC1)CNCN2
157,C1CCC2(CCC2)OC1
158,C1CCC2(CCCC2)OC1
159,C1CCC2(CCOC2)OC1
160,C1CCC2(CCOCC2)OC1
161,C1CCC2(CCSC2)OC1
162,C1CCC2(CCSCC2)OC1
163,C1CCC2=C(C1)CCCN2
164,C1CCC2=C(C1)CNCN2
165,C1CCC2C(C1)CCC1CCCC12
166,C1CCC2CCCC2C1
167,C1CCC2CCCCC2C1
168,C1CCC2NCCCC2C1
169,C1CCC2OCCNC2C1
170,C1CCCC1
171,C1CCCCC1
172,C1CCCCCC1
173,C1CCN(C2CC2)C1
174,C1CCN(CC2CC2)C1
175,C1CCN(CC2CC2)CC1
176,C1CCN(CC2CCCO2)CC1
